Research Publishing Group,International Journal of Advances in Engineering (IJAE)
Research Route,International Journal of Advances in Engineering & Technology (IJAET)
Research Script,International Journal of Advances in Interdisciplinary Research (IJAIDR)
Research Trend,International Journal of Advances in Management and Economics (IJAME)
Research WebPub,"International Journal of Advances in Management, Economics and Entrepreneurship (IJAMEE)"
"Research, Science, and Technology Publishers (RST)",International Journal of Advances in Mathematics
Researchjournali,International Journal of Advances in Pharmaceutical Research
ResearchLEAP,International Journal of Advances in Power Systems (IJAPS)
Revistas Academicas,International Journal of Advances in Social Science and Humanities (IJASSH)
Revotech Press,International Journal of Advent Research in Computer and Electronics (IJARCE)
RG Education Society (RG Journals of Scientific Research),International Journal of Aerospace and Mechanical Engineering
Rising Vision (RV),International Journal of Aerospace Engineering
Rivera Publications,International Journal of Agricultural Sciences and Veterinary Medicine (IJASVM)
RM Research International Pte. Ltd,"International Journal of Agricultural, Forestry & Plantation (IJAFP)"
Ross Science Publishers,International Journal of Agriculture and Biosciences (IJAB)
RS Publication,International Journal of Agriculture and Crop Sciences (IJACS)
"Rutveg Publishing, Inc.",International Journal of Agriculture and Environmental Research (IJAER)
RW|ResearchWorld,International Journal of Agriculture Innovations and Research (IJAIR)
S Open Access Open Journals Publishing (SOAOJ),"International Journal of Agriculture, Environment and Bioresearch (IJAEB)"
Sacha And Diamond Academic Publishers,International Journal of Agronomy
Sadguru Publications,International Journal of Agronomy & Plant Production
SAE Publications (Scientific and Academica Editores Publication house - SAEP),International Journal of All Research Education & Scientific Methods (IJARESM)
Sageya Publishers,International Journal of Alzheimer’s Disease
Sai Om Publications,International Journal of Analytical Chemistry
Sai Scientific Communications,International Journal of Analytical Mass Spectrometry and Chromatography
Sakun Publishing House (SPH),International Journal of Antennas and Propagation
SAMANM Group of Research Publications (SGRP),International Journal of Application or Innovation in Engineering & Management (IJAIEM)
Sanford Inter Science Press,International Journal of Applied and Pure Science and Agriculture (IJAPSA)
Sans Publishing Group,International Journal of Applied Biology and Pharmaceutical Technology (IJABPT)
Sapient Press,International Journal of Applied Dental Sciences
Savant Journals,International Journal of Applied Economic Studies
SAVAP International,International Journal of Applied Information Systems (IJIAS)
Savvy Science Publisher,International Journal of Applied Linguistics & English Literature (IJALEL)
Scholar Journals,International Journal of Applied Pharmaceutical & Biological Research (IJAPBR)
Scholar People,International Journal of Applied Pharmaceutical Sciences and Biological Sciences (IJAPSBS)
Scholar Publications,International Journal of Applied Research
Scholar Science Journals,International Journal of Applied Research & Studies (iJARS)
ScholArena (also here),International Journal of Applied Research in Natural Products (IJARNP)
Scholarlink Resource Centre Limited,International Journal of Applied Science and Technology (IJAST)
Scholarly and Academic Research Journals (SARJ),International Journal of Applied Science Engineering and Management (IJASEM)
Scholarly Journals,International Journal of Applied Sciences and Biotechnology (IJASBT)
Scholarly Pages (new website of The Scientific Pages),International Journal of Applied Sciences and Engineering
Scholarly Research Journal’s,"International Journal of Architecture, Civil Engineering and Urban Design (IJACU)"
Scholarly Research Publisher,International Journal of Art and Humanity Science (IJAHS)
Scholars Academic and Scientific Publishers (SAS Publishers),International Journal of Artificial Intelligence and Mechatronics
Scholars Academic and Scientific Society (SAS Society),International Journal of Arts and Commerce
Scholars Middle East Publishers,International Journal of Arts and Entrepreneurship (IJAE)
Scholars Research Library,International Journal of Arts Humanities and Social Sciences (IJAHSS)
Scholars Scitech Research,"International Journal of Arts, Humanities and Management Studies (IJAHMS)"
ScholarsHub.net,International Journal of Astronomy and Astrophysics
Scholedge R&D Center,International Journal of Ayurveda and Pharma Research
Scholink,International Journal of Ayurveda and Pharmaceutical Chemistry
Scholoxy Publications,International Journal of Basic & Clinical Pharmacology
Sci Forschen,International Journal of Basic and Applied Science (IBJAS)
Sci-Afric Publishers,International Journal of Basic Medical Sciences and Pharmacy (IJBMSP)
Sci-Edit Publications,International Journal of Basic Sciences and Applied Computing (IJBSAC)
SciAccess Publisher (SciAccess Publishers),International Journal of Basic Sciences and Applied Research (IJBSAR)
SCIAEON,International Journal of Bio (IJOBIO)
SciDoc Publishers,International Journal of Bioassays
Sciedu Press,International Journal of Biological & Pharmaceutical Research (IJBPR)
Science & Engineering Research Support soCiety (SERSC),International Journal of Biological and Chemical Sciences (IJBCS)
Science & Knowledge Publishing Corporation Limited,"International Journal of Biology, Pharmacy and Allied Sciences (IJBPAS)"
Science Academy Publisher,International Journal of Biomaterials
Science Alert,International Journal of Biomedical Imaging
Science and Education (SciEP sciepub.com),International Journal of Biomedical Science
Science and Education Centre of North America,International Journal of Biopharmaceutics (IJB)
Science and Engineering Publishing Company,International Journal of Biosciences and Nanosciences (IJBSANS)
Science and Knowledge Research Society (SandK Research Society),International Journal of Breast Cancer
Science and Technology Central,International Journal of Business and Administration Research Review (IJBARR)
Science and Technology Publishing,International Journal of Business and Commerce
Science Arena Publications,International Journal of Business and Information (IJBI)
Science Education Foundation,International Journal of Business and Management Invention (IJBMI)
Science Explorer Publications (explorerpub.com),International Journal of Business and Social Research
Science Fair Open Library (SFOL),International Journal of Business and Social Science (IJBSS)
Science Huβ,International Journal of Business Management and Commerce (IJBMC)
Science Instinct Publications,International Journal of Business Management and Economic Research (IJBMER)
Science Journal Publication (SJP),International Journal of Business Management and Economic Studies (IJBMES)
Science Park Journals,International Journal of Business Marketing and Management (IJBMM)
Science Park Research Organization and Counseling (SPROC),International Journal of Business Quantitative Economics and Applied Management Research
Science Publications (www.sciencepublication.org),International Journal of Business Tourism & Applied Sciences
Science Publications (www.thescipub.com),"International Journal of Business, Humanities and Technology (IJBHT)"
Science Publishing Corporation,International Journal of Case Studies
Science Publishing Gate (SPG),International Journal of Cell Biology
Science Publishing Group (also known as SciencePG and SCIPG),International Journal of Chemical and Pharmaceutical Sciences (IJCPS)
Science Publishing Group (spg.ltd),International Journal of Chemical Engineering
Science Q Publishing Group,International Journal of Chemical Science and Technology (IJCST)
Science Record Journals,International Journal of Chemical Studies (IJCS)
Science Repository,International Journal of Chronic Diseases
Science Research Association (SCIREA),"International Journal of Civil, Mechanical and Energy Science (IJCMES)"
Science Research Library (SRL),International Journal of Clean Coal and Energy
Science Sights,International Journal of Clinical and Diagnostic Research (IJCDR)
Science Signpost Publishing Inc. (SSPub),International Journal of Clinical Cases and Investigations (IJCCI)
Science Target,International Journal of Clinical Medicine
Science Web Publishing (Scienceweb Publishing),International Journal of Clinical Practice
ScienceDomain International (Science Domain International – SDI) (also here and here),International Journal of Collaborative Research on Internal Medicine & Public Health (IJCRIMPH)
ScienceFlora,International Journal of Commerce and Management Research
ScienceForecast Publications LLC,International Journal of Communication and Computer Technologies (IJCCTS)
Scienceline Publications,International Journal of Communication and Health
Sciences & Engineering Research Publication,International Journal of Communication Networks and Information Security (IJCNIS)
ScienceScholar (UTM Publication),"International Journal of Communications, Network and System Science"
ScienceScript,International Journal of Comprehensive Research in Biological Sciences (IJCRBS)
ScienceSolve,International Journal of Computation and Applied Sciences (IJOCAAS)
Sciencevier,International Journal of Computational Engineering Research (IJCER)
Scienpress Ltd.,"International Journal of Computational Science, Mathematics and Engineering (IJCSME)"
Scient Open Access,International Journal of Computer & Communication Engineering Research (IJCCER)
ScienTech Publisher,International Journal of Computer & Electronics Research (IJCER)
Scientia Ricerca,International Journal of Computer and Information Technology (IJCIT)
Scientia Socialis,International Journal of Computer Application and Engineering Technology (IJCAET)
Scientia Socialis,International Journal of Computer Applications
Scientific & Academic Publishing,International Journal of Computer Applications in Engineering Sciences (IJCAES)
Scientific & Academic Publishing (SAP),International Journal of Computer Applications Technology and Research (IJCATR)
Scientific Advances Publishers,International Journal of Computer Engineering & Applications (IJCEA)
Scientific Cooperations,International Journal of Computer Engineering in Research Trends (IJCERT)
Scientific Education,International Journal of Computer Games Technology
Scientific Federation (SciFed),International Journal of Computer Networks and Applications (IJCNA)
Scientific Future,International Journal of Computer Networks and Communications Security (IJCNCS)
Scientific Institute For Advanced Training and Studies (SIATS),International Journal of Computer Science & Communication Security (IJCSCS)
Scientific Journals,International Journal of Computer Science and Business Informatics
Scientific Journals International,International Journal of Computer Science and Communication Networks (IJCSCN)
Scientific Literature,International Journal of Computer Science and Information Security
Scientific Online Publishing,International Journal of Computer Science and Information Technologies
Scientific Open Access Journals (SOAJ),International Journal of Computer Science and Management Studies
Scientific Perspectives Publishing (Scipers),International Journal of Computer Science and Mobile Computing
Scientific Planet,International Journal of Computer Science and Mobile Computing (IJCSMC)
Scientific Platform Online Journals,International Journal of Computer Science and Network Security (IJCSNS)
Scientific Research Gate,International Journal of Computer Science and Network (IJCSN)
Scientific Research Publishing (SCIRP),International Journal of Computer Science and Software Engineering (IJCSSE)
Scientific Times,International Journal of Computer Science and Technology (IJCST)
Scientific Viewers,International Journal of Computer Science and Telecommunications (IJCST)
ScientificWebJournals (SWJ),International Journal of Computer Science Engineering and Technology (IJCSET)
SciForschen (see Sci Forschen),International Journal of Computer Science Engineering (IJCSE)
Scigmoid,International Journal of Computer Science Issues
Sciknow,International Journal of Computer Science Trends and Technology (IJCST)
Scimaze Group (Scimaze Publishers),"International Journal of Computer Science, Information Technology, & Security (IJCSITS)"
Scinzer Scientific Publications,International Journal of Computer Systems (IJCS)
SciPress Ltd,International Journal of Computer Technology and Applications (IJCTA)
SciRes Literature,International Journal of Computer Technology and Electronics Engineering (IJCTEE)
SciRex,International Journal of Computing Academic Research (IJCAR)
SCITECH,International Journal of Computing and Corporate Research (IJCCR)
SciTech Central Inc.,International Journal of Computing Science and Information Technology (IJCSIT)
SciTechnol,International Journal of Conference Proceedings
Scitechz,International Journal of Contemporary Applied Sciences (IJCAS)
SciVision Publishers (SciVision Publishing Group),International Journal of Contemporary Medical Research (IJCMR)
ScottishGroup Education and Testing Services,International Journal of Contemporary Research and Review (IJCRR)
Scribes Guild,International Journal of Core Engineering and Management (IJCEM)
SDIP Press,International Journal of Corrosion
SEAHI Publications & Academic Journals (SEAHI PAJ),International Journal of Creative Research Thoughts (IJCRT) (also see IJPUB)
Segment Journals,International Journal of Current Advanced Research
Seitejournals,International Journal of Current Agricultural Sciences (IJCAR)
Serials Publications Pvt Ltd,International Journal of Current Business and Social Sciences (IJCBSS)
SETScholars,International Journal of Current Engineering Sciences (IJCES)
Seventh Sense Research Group Journals,International Journal of Current Innovation Research (IJCIR)
Shri Param Hans Education & Research Foundation Trust,International Journal of Current Medical and Pharmaceutical Research (CMPR)
Sift Desk,International Journal of Current Medical Sciences
Significs Online Publishing,International Journal of Current Microbiology and Applied Sciences
Signpost e Journals,International Journal of Current Multidisciplinary Studies
Silicon Valley Publishers,International Journal of Current Pharmaceutical Review and Research
Singaporean Journals,International Journal of Current Research
SJournals,International Journal of Current Research and Academic Review (IJCRAR)
Sky Journals,International Journal of Current Research and Review
Slovakia Academic Publishing (SVAP),International Journal of Current Research in Chemistry and Pharmaceutical Sciences (IJCRCPS)
SM Group (SM Online Publishers),International Journal of Current Research in Life Sciences (IJCRLS)
Smart Science & Technology,International Journal of Current Research in Multidisciplinary (IJCRM)
SmatPub,International Journal of Current Science
Smile Nation – Lets Smile Together,International Journal of Current Science and Technology
Smith & Franklin Academic Publishing Corporation,International Journal of Dental and Health Sciences
Social Science Journals (a website created by three predatory publishers),International Journal of Dental Science and Innovative Research (IJDSIR)
Society for Advancement of Sciences,International Journal of Dentistry
Society for Science and Education United Kingdom (also called Society for Science and Education – SSE UK),International Journal of Dermatopathology and Surgery (IJDS)
Society for Science and Nature,International Journal of Development and Sustainability (IJDS)
Society of Business Research,International Journal of Development Research
Society of Education,International Journal of Differential Equations
Society of Engineering Science and Technology (SEST India),International Journal of Digital Communication and Networks (IJDCN)
Sons and Daughters Publishing House (SDPHI; E-JOURNALDIRECT),International Journal of Digital Library Services (IJODLS)
"Source, Source Journals",International Journal of Digital Multimedia Broadcasting
South Asian Academic Research Journals,International Journal of Distributed Sensor Networks
Southern Cross Publishing Group,International Journal of Drug Development and Research (IJDDR)
Speak Foundation,International Journal of Ecology
SPIRI The Global Research,International Journal of E-Computer Science Evolution
Spring City Culture International Group Pte Ltd. (also here),International Journal of Economics and Finance (IJEF)
Spring International S&T Publishing Media Co. (Spring Media Publishing),International Journal of Economics and Research
Spring Journals,"International Journal of Economics, Commerce and Management (IJECM)"
Springwood Publishing Corporation,"International Journal of Economics, Finance and Management"
Sprint Journals,International Journal of Education and Applied Research (IJEAR)
Sri Krishna International Research & Educational Consortium (SKIREC),International Journal of Education and Psychological Research (IJEPR)
Sryahwa Publications,International Journal of Education and Research
SS Publications,International Journal of Education and Science Research Review (IJESRR)
St. Anne Mary Publication,International Journal of Education and Social Science (IJESS)
Standard Global Journals,International Journal of Educational Investigations (IJEI)
Standard Research Journals,International Journal of Electrical and Electronics Engineers (IJEEE)
Statperson Publishing Corporation,International Journal of Electrical Energy (IJOEE)
Stechnolock,"International Journal of Electrical, Electronics and Computers (EEC Journal)"
STM Connect,"International Journal of Electrical, Electronics and Mechanical Controls (IJEEMC)"
Streem Journal,International Journal of Electrochemical Science
Stringer Open,International Journal of Electrochemistry
SunKrist Publishing,International Journal of Electronics & Communication Technology (IJECT)
SunText Reviews,International Journal of Electronics and Computer Science Engineering
Suryansh Publications,International Journal of Electronics and Information Engineering (IJEIE)
Sustainable Scientific Publisher,International Journal of Electronics Communication and Computer Engineering
SV Publication,International Journal of Electronics Communication and Computer Technology (IJECCT)
Swan Open,"International Journal of Electronics, Communication and Soft Computing Science and Engineering (IJECSCSE)"
Swedish Scientific Publications,International Journal of Emerging Engineering Research and Technology (IJEERT)
Swift Journals,International Journal of Emerging Research in Management and Technology (IJERMT)
Swiss Journals,International Journal of Emerging Science and Engineering (IJESE)
Symbiosis (Symbiosis Online Publishing),International Journal of Emerging Sciences (IJES)
Synchro Publisher,International Journal of Emerging Technologies and Innovative Research (JETIR)
Synergy Publishers,International Journal of Emerging Technology & Research (IJETR)
Synotec Publishers,International Journal of Emerging Technology and Advanced Engineering
Syntax Publishers,International Journal of Emerging Trends in Electrical and Electronics (IJETEE)
T&S Journal PUblications,International Journal of Emerging Trends in Pharmaceutical Sciences (IJETPS)
TAF Publishing,International Journal of Emerging Trends in Research (IJOETR)
Takayama Publishing Group,International Journal of Emerging Trends in Science and Technology (IJETST)
Takshila,International Journal of Endocrinology
Taraksh Journals,International Journal of Energy & Technology
Techmind Research,International Journal of Energy and Water Resources (IJEWR)
Technical Journals Online,International Journal of Energy Research
Techno Science Academy,International Journal of Engineering & Science Research (IJESR)
Technopark Publications,International Journal of Engineering & Technology (IJET)
Terminal Journals,International Journal of Engineering and Advanced Research Technology (IJEART)
Textroad Journals,International Journal of Engineering and Advanced Technology (IJEAT)
Thales Academic Publisher,International Journal of Engineering and Applied Sciences
Thavan E ACT International Journals,International Journal of Engineering and Computer Science (IJECS)
The 5th Publisher,International Journal of Engineering and Innovative Technology (IJEIT)
The Academy of Business & Retail Management (ABRM),International Journal of Engineering and Management Research (IJEMR)
The American Publishing House (TAPH),International Journal of Engineering and Science Invention (IJESI)
The Business Management Centre,International Journal of Engineering and Technology (IJET)
The Center for Innovations in Business & Management Practice,International Journal of Engineering Applied Science and Technology (IJEAST)
The Clute Institute,International Journal of Engineering Associates (IJEA)
The Economics and Social Development Organization (TESDO),International Journal of Engineering Development and Research (IJEDR)
The European Scientific Community,International Journal of Engineering Innovations and Research (IJEIR)
The Global Journals,International Journal of Engineering Inventions (IJEI)
The Grant Medical Journals (GMJ),International Journal of Engineering Maths and Computer Science
The Institute for Business and Finance Research (IBFR),International Journal of Engineering Research
"The International Academy, Research and Industry Association (IARIA)",International Journal of Engineering Research & Management (IJERM)
"The International Association for Information, Culture, Human and Industry Technology",International Journal of Engineering Research & Science (IJOER)
The International Journal Research Publications (TIJ Research Publications),International Journal of Engineering Research & Technology (IJERT)
The International Technology Innovation (ITi),International Journal of Engineering Research and Applications (IJERA)
The Research and Information Organization (RIO),International Journal of Engineering Research and Computer Science (IJERCS)
The Science and Information Organization (SAI),International Journal of Engineering Research and Development (IJERD)
The Science Publishers (TSP),International Journal of Engineering Research and General Science (iJERGS)
The Scientific Pages (new website at Scholarly Pages),International Journal of Engineering Research and Science & Technology (IJERST)
The SciTech Publishers,International Journal of Engineering Research and Sports Science (IJERSS)
The Society of Digital Information and Wireless Communications (SDIWC),International Journal of Engineering Researches and Management Studies (IJERMS)
The Standard International Journals,International Journal of Engineering Science & Advanced Technology
The World Academy of Research in Science and Engineering (WARSE),International Journal of Engineering Science and Computing (IJESC)
Thetic Journals,International Journal of Engineering Science and Generic Research (IJESAR)
Thomson & Ryberg Publications,International Journal of Engineering Science and Innovative Technology (IJESIT)
Thomson.id,International Journal of Engineering Science Invention-Research & Development (IJESIRD)
TI Journals,International Journal of Engineering Science Technology And Research (IJESTR)
Time Journals,International Journal of Engineering Sciences & Management (IJESMR)
Timeline Publication Pvt. Ltd.,International Journal of Engineering Sciences & Research Technology (IJESRT)
TLEP Journals (The Leading Edge Journal Publication Company),International Journal of Engineering Studies and Technical Approach (IJESTA)
TMR Publishing Group,International Journal of Engineering Technologies and Management Research (IJETMR)
Tomas Publishing,International Journal of Engineering Technology and Computer Research (IJETCR)
Topclass Global Journals,International Journal of Engineering Technology and Management (IJETM)
"Trade Science, Inc",International Journal of Engineering Technology and Scientific Innovation (IJETSI)
Trans Stellar (Transstellar),"International Journal of Engineering Technology, Management and Applied Sciences (IJETMAS)"
Transaction Series on Engineering Sciences and Technologies,International Journal of Engineering Trends and Applications (IJETA)
Transcontinental Publishers,International Journal of Engineering Trends and Technology (IJETT)
Transnational Research Journals (formerly Universal Research Journals),"International Journal of Engineering, Economics And Management (IJEEM)"
"TSNS “Interaktiv plus”, LLC","International Journal of Engineering, Science and Technology"
TSPublications,International Journal of English and Education
Tulpar Academic Publishing,International Journal of English Language & Translation Studies (IJ-ELTS)
U.S. Science Press,"International Journal of English Language , Literature & Humanities (IJELLH)"
UHIVE (Uluslararası Hakemli İletişim ve Edebiyat Araştırmaları Dergisi) (also here),"International Journal of English Language, Literature and Translation Studies"
UK Education Consultancy Services Ltd,International Journal of English Research
Ulster Press,International Journal of Enterprise Computing and Business Systems (IJECBS)
Unified Journals,International Journal of Environment
Unique Journals Communication (UJC),"International Journal of Environment, Agriculture and Biotechnology (IJEAB)"
Unique Research Journals,International Journal of Environmental & Agriculture Research
"United Prime Publications, Universal Access Medical Publishers",International Journal of Environmental Research and Public Health
United Scholars Publications,International Journal of Environmental Science and Development (IJESD)
United Scientific Group,"International Journal of Eurasia Social Sciences (Uluslararasi Avrasya Sosyal Bi̇li̇mler Dergi̇si, IJOESS)"
Universal Association of Computer and Electronics Engineers (UACEE),International Journal of Farming and Allied Sciences
Universal Association of Mechanical and Aeronautical Engineers (UAMAE),International Journal of Fauna and Biological Studies (IJFBS)
Universal Publishing & Research Organization (UPRO),International Journal of Financial Studies
Universal Research Group,International Journal of Fisheries and Aquatic Studies
Universal Research Publications,International Journal of Food and Nutritional Sciences (IJFANS)
Universal Wiser Publisher,International Journal of Food Science
Universe Scientific Publishing,International Journal of Forestry Research
UniversityPublications.net,International Journal of Fundamental & Applied Sciences
Universum Scientific Journals (Научные журналы Universum) (also here),International Journal of Genomics
Uptodate Research Publication,International Journal of Geophysics
URO Journals,International Journal of Geosciences
USN Scientific Journal,International Journal of Global Communications (IJGC)
Valley International Journals,International Journal of Global Ideas (IJGI)
VBRI Press,International Journal of Governance
Verizona Publisher (VZP),International Journal of Green and Herbal Chemistry (IJGHC)
"Vernon Innovative Publishers (Vernon, VIPOA, Vernon Open Access)",International Journal of Health Medicine and Current Research (IJHMCR)
VIBGYOR Online Publishers,International Journal of Health Research
Victorquest Publications,International Journal of Health Research in Modern Integrated Medical Sciences (IJHRMIMS)
Vidya Publications,International Journal of Health Sciences and Research
Virtual Foundation for Advancement of Science and Technology(VFAST),International Journal of Hepatology
"Vision Science Research Sdn Bhd (VSR, see also Universe Scientific Publishing)",International Journal of Herbal Medicine
VNMPublication,International Journal of Hindi Research
Vow Scientific Quest,"International Journal of History, Arts and Culture (IJHAC)"
VRJ Publishers,International Journal of Home Science
VSRD International Journals,International Journal of Human Resource and Procurement (IJHRP)
Walsh Medical Media,International Journal of Human Sciences
Watch Plus,International Journal of Humanities & Social Sciences (JHSS)
We-Together to Save Yourself Society,International Journal of Humanities and Cultural Studies (IJHCS)
Webcrawler Journals,International Journal of Humanities and Religion
Wesley & Eber Publishing,International Journal of Humanities and Social Science Invention (IJHSSI)
West East Institute,International Journal of Humanities and Social Science Research
WFL Publisher,International Journal of Humanities and Social Science (IJHSS)
Whioce Publishing Pte. Ltd.,"International Journal of Humanities, Engineering and Pharmaceutical Sciences"
Whites Science,International Journal of Hypertension
Wilolud Journals,International Journal of Indian Psychology
Wireilla Scientific Publications,International Journal of Inflammation
WIT Press,International Journal of Information and Communication Technology Research
WOAR Journals (World Organization of Academic Research),International Journal of Information and Communication Technology Trends (IJICTT)
World Academic Journal of Business & Applied Sciences (WAJBAS Publishing),International Journal of Information and Education Technology (IJIET)
World Academic Publishing,International Journal of Information Research
World Academic Research Journals (WARJ),International Journal of Information Research and Review (IJIRR)
World Academic Union,International Journal of Information Sources and Services: A Research Journal in Library Science (IJSS)
World Academy of Research and Publication,International Journal of Information Technology & Business Management
World Academy of Science and Technology (WAST),International Journal of Information Technology & Computer Science (IJITCS)
"World Academy of Science, Engineering and Technology (WASET)",International Journal of Information Technology and Electrical Engineering (ITEE)
World Business Institute (also here here),International Journal of Informative and Futuristic Research (IJIFR)
World Journal of Publisher (WJP),International Journal of Innovation and Research in Educational Sciences (IJIRES)
World Journals of Academic Advances,International Journal of Innovation in Science and Mathematics (IJISM)
World Open Access Journals,International Journal of Innovation Research (IJIR)
World Research Journals,International Journal of Innovation Science and Research (IJISR)
World Research Library,International Journal of Innovations in Engineering and Technology (IJIET)
World Research Publications,International Journal of Innovations in Engineering Research and Technology (IJIERT)
World Scholars,International Journal of Innovative and Applied Research (IJIAR)
World Science and Research Publishing (WSRP),International Journal of Innovative and Emerging Research in Engineering (IJIERE)
World Science Publisher,International Journal of Innovative Computer Science & Engineering (IJICSE)
World Science Research Journals (WSR Journals),International Journal of Innovative Concepts in Research (IJICR)
World Scientific and Engineering Academy and Society (WSEAS),International Journal of Innovative Ideas
World Standard Organization,International Journal of Innovative Interdisciplinary Research
World Wide Journals (Sara Book Publication),International Journal of Innovative Pharmaceutical Research (IJIPR)
Wudpecker Research Journals,International Journal of Innovative Research & Advanced Studies (IJIRAS)
Wyno Academic Journals,International Journal of Innovative Research and Creative Technology (IJIRCT)
Wyvern Publishing Group,International Journal of Innovative Research and Development
Xia & He Publishing (also here),International Journal of Innovative Research and Studies
Yellow Loop Journal,International Journal of Innovative Research in Advanced Engineering (IJRAE)
Zant World Press,International Journal of Innovative Research in Computer and Communication Engineering (IJIRCCE)
Zeal Scienza Realm of Erudition,International Journal of Innovative Research in Computer Science & Technology (IJIRCST)
ZealSci Journals,"International Journal of Innovative Research in Electrical, Electronics, Instrumentation and Control Engineering (IJIREEICE)"
Zeetarz Group Publishing,International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences (IJIRMPS)
Zenith International Research and Academic Foundation (ZIRAF),International Journal of Innovative Research in Engineering and Management (IJIREM)
Zia World Press,International Journal of Innovative Research in Medical Science (IJIRMS)
ZolCat Academic House,International Journal of Innovative Research in Science and Engineering (IJIRSE)
Zt-Journals,"International Journal of Innovative Research in Science, Engineering and Technology (IJIRSET)"
Zygoscient,International Journal of Innovative Research in Technology & Science (IJIRTS)
,International Journal of Innovative Research in Technology (IJIRT)
,International Journal of Innovative Science and Modern Engineering (IJISME)
,International Journal of Innovative Science and Research Technology (IJISRT)
,International Journal of Innovative Science Engineering and Technology (IJISET)
,International Journal of Innovative Studies in Sciences and Engineering Technology (IJISSET)
,International Journal of Innovative Technologies (IJIT)
,International Journal of Innovative Technology and Adaptive Management (IJITAM)
,International Journal of Innovative Technology and Creative Engineering (IJITCE)
,International Journal of Innovative Technology and Exploring Engineering (IJITEE)
,International Journal of Innovative Technology and Research
,International Journal of Innovative Trends in Engineering (IJITE)
,International Journal of Integrated Computer Applications & Research (IJICAR)
,International Journal of Integrated Medical Research (IJOIMR)
,International Journal of Intelligence Science
,International Journal of Intelligent Systems
,International Journal of Interdisciplinary and Multidisciplinary Studies (IJIMS)
,"International Journal of Interdisciplinary Research in Science, Society and Culture (IJIRSSC)"
,International Journal of Interdisciplinary Scientific Research
,International Journal of Internet and Distributed Systems
,International Journal of Inventions in Pharmaceutical Sciences (IJIPS)
,International Journal of Inventive Engineering and Sciences (IJIES)
,International Journal of Language & Linguistics (IJLL)
,International Journal of Language and Applied Linguistics (IJLAL)
,International Journal of Language Learning and Applied Linguistics World
,International Journal of Language Sciences (IntJLS)
,"International Journal of Languages, Literature and Linguistics (IJLLL)"
,International Journal of Latest Research in Engineering and Computing (IJLREC)
,International Journal of Latest Research in Engineering and Technology (IJLRET)
,International Journal of Latest Research in Humanities and Social Science (IJLRHSS)
,"International Journal of Latest Technology in Engineering, Management & Applied Science (IJLTEMAS)"
,International Journal of Latest Trends in Engineering and Technology (IJLTET)
,"International Journal of Latest Trends in Engineering, Science and Technology (IJLTEST)"
,International Journal of Law and Legal Jurisprudence Studies (IJllJS)
,International Journal of Law and Management Studies (IJLMS)
,International Journal of Law Research
,International Journal of Learning and Teaching (IJLT)
,"International Journal of Learning, Teaching and Educational Research"
,International Journal of Liberal Arts & Social Science
,International Journal of Life science and Pharma Research
,International Journal of Life Sciences Biotechnology and Pharma Research (IJLBPR)
,International Journal of Lifescience and Pharma Research (IJLPR)
,International Journal of Life-Sciences Scientific Research (IJLSSR)
,"International Journal of Linguistics, Social and Natural Sciences"
,International Journal of Livestock Research
,International Journal of Management and Business Studies (IJMBS)
,International Journal of Management and Research (IJMR)
,International Journal of Management and Social Science Research Review (IJMSRR)
,International Journal of Management Research and Business Strategy (IJMRBS)
,International Journal of Management Research and Review (IJMRR)
,International Journal of Management Sciences and Business Research (IJMSBR)
,"International Journal of Management, Accounting & Economics (IJMAE) (IJMA)"
,"International Journal of Management, Economics and Social Sciences (IJMESS)"
,"International Journal of Materials, Mechanics and Manufacturing (IJMMM)"
,International Journal of Mathematical Archive (IJMA)
,International Journal of Mathematical Research & Science
,International Journal of Mathematical Sciences & Applications (IJMSA)
,International Journal of Mathematics And Computer Research (IJMCR)
,International Journal of Mathematics and Mathematical Sciences
,International Journal of Mathematics and Soft Computing (IJMSC)
,International Journal of Mathematics and Statistics Invention (IJMSI)
,International Journal of Mechanical Engineering and Information Technology (IJMEIT)
,International Journal of Medical and Health Research (IJMHR)
,International Journal Of Medical and Health Sciences
,"International Journal of Medical Physics, Clinical Engineering and Radiation Oncology"
,International Journal of Medical Research
,International Journal of Medical Research & Health Sciences (IJMRHS)
,International Journal of Medical Research & Review (IJMRR)
,International Journal of Medical Research and Pharmaceutical Sciences (IJMRPS)
,International Journal of Medical Research Professionals (IJMRP)
,International Journal of Medical Science and Advanced Clinical Research (IJMACR)
,International Journal of Medical Science and Applied Research (IJMSAR)
,International Journal of Medical Science and Diagnosis Research (IJMSDR)
,International Journal of Medical Science and Education (IJMSE)
,International Journal of Medical Science and Innovative Research (IJMSIR)
,International Journal of Medical Science and Public Health (IJMSPH)
,International Journal of Medical Science Research and Practice (IJMSRP)
,International Journal of Medical Sciences and Health Care (IJMSHC)
,International Journal of Medical Students (IJMS)
,"International Journal of Medical, Health Science and Internal Research (IJMHSIR)"
,International Journal of Medicine and Biomedical Research
,International Journal of Medicine and Biosciences
,International Journal of Medicine and Public Health
,International Journal of Medicobiologial Research
,International Journal of MediPharm Research (IJOMR)
,International Journal of Microbiology
,International Journal of Modern Chemistry and Applied Science
,International Journal of Modern Engineering Research (IJMER)
,International Journal of Modern Nonlinear Theory and Application
